discipline,file,path,tokens,sentences,adjectives,adj_per_token,adj_per_sentence,tokens_per_sentence
Transcripts_Art,Art_10_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_10_de.conllu,1443,112,64,0.04435204435204435,0.5714285714285714,12.883928571428571
Transcripts_Art,Art_1_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_1_de.conllu,4182,327,220,0.052606408417025345,0.672782874617737,12.788990825688073
Transcripts_Art,Art_2_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_2_de.conllu,2243,154,140,0.06241640659830584,0.9090909090909091,14.564935064935066
Transcripts_Art,Art_3_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_3_de.conllu,2257,148,135,0.05981391227292867,0.9121621621621622,15.25
Transcripts_Art,Art_4_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_4_de.conllu,2233,142,139,0.06224809673085535,0.9788732394366197,15.725352112676056
Transcripts_Art,Art_5_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_5_de.conllu,3889,294,209,0.053741321676523526,0.7108843537414966,13.227891156462585
Transcripts_Art,Art_6_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_6_de.conllu,2785,205,165,0.059245960502693,0.8048780487804879,13.585365853658537
Transcripts_Art,Art_7_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_7_de.conllu,1968,133,86,0.04369918699186992,0.6466165413533834,14.796992481203008
Transcripts_Art,Art_8_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_8_de.conllu,1007,69,63,0.06256206554121152,0.9130434782608695,14.594202898550725
Transcripts_Art,Art_9_de.conllu,conllu/conllu_file/de/Transcripts_Art/Art_9_de.conllu,3049,277,150,0.04919645785503444,0.5415162454873647,11.007220216606498
Transcripts_Business,Bus_10_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_10_de.conllu,2874,196,183,0.06367432150313153,0.9336734693877551,14.66326530612245
Transcripts_Business,Bus_1_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_1_de.conllu,2752,165,150,0.05450581395348837,0.9090909090909091,16.67878787878788
Transcripts_Business,Bus_2_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_2_de.conllu,3782,278,188,0.04970914859862507,0.6762589928057554,13.60431654676259
Transcripts_Business,Bus_3_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_3_de.conllu,761,70,29,0.03810775295663601,0.4142857142857143,10.871428571428572
Transcripts_Business,Bus_4_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_4_de.conllu,3631,261,205,0.056458275957036626,0.7854406130268199,13.911877394636015
Transcripts_Business,Bus_5_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_5_de.conllu,3024,234,176,0.0582010582010582,0.7521367521367521,12.923076923076923
Transcripts_Business,Bus_6_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_6_de.conllu,2067,195,134,0.0648282535074988,0.6871794871794872,10.6
Transcripts_Business,Bus_7_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_7_de.conllu,1635,117,101,0.0617737003058104,0.8632478632478633,13.974358974358974
Transcripts_Business,Bus_8_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_8_de.conllu,1812,116,77,0.04249448123620309,0.6637931034482759,15.620689655172415
Transcripts_Business,Bus_9_de.conllu,conllu/conllu_file/de/Transcripts_Business/Bus_9_de.conllu,1901,140,132,0.06943713834823777,0.9428571428571428,13.57857142857143
Transcripts_Education,Edu_10_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_10_de.conllu,2160,163,133,0.06157407407407407,0.8159509202453987,13.251533742331288
Transcripts_Education,Edu_1_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_1_de.conllu,1717,105,81,0.04717530576587071,0.7714285714285715,16.35238095238095
Transcripts_Education,Edu_2_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_2_de.conllu,2752,191,176,0.06395348837209303,0.9214659685863874,14.408376963350785
Transcripts_Education,Edu_3_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_3_de.conllu,2734,199,139,0.05084125822970007,0.6984924623115578,13.738693467336683
Transcripts_Education,Edu_4_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_4_de.conllu,3707,184,205,0.055300782303749664,1.1141304347826086,20.14673913043478
Transcripts_Education,Edu_5_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_5_de.conllu,3012,181,139,0.04614873837981408,0.7679558011049724,16.640883977900554
Transcripts_Education,Edu_6_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_6_de.conllu,2227,152,121,0.05433318365514145,0.7960526315789473,14.651315789473685
Transcripts_Education,Edu_7_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_7_de.conllu,3220,251,175,0.05434782608695652,0.6972111553784861,12.828685258964143
Transcripts_Education,Edu_8_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_8_de.conllu,3317,274,145,0.043714199577931864,0.5291970802919708,12.105839416058394
Transcripts_Education,Edu_9_de.conllu,conllu/conllu_file/de/Transcripts_Education/Edu_9_de.conllu,1840,135,88,0.04782608695652174,0.6518518518518519,13.62962962962963
Transcripts_Entertainment,Ent_10_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_10_de.conllu,2923,215,122,0.041737940472117686,0.5674418604651162,13.595348837209302
Transcripts_Entertainment,Ent_1_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_1_de.conllu,1869,106,135,0.07223113964686999,1.2735849056603774,17.632075471698112
Transcripts_Entertainment,Ent_2_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_2_de.conllu,4084,295,265,0.0648873653281097,0.8983050847457628,13.844067796610169
Transcripts_Entertainment,Ent_3_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_3_de.conllu,5285,433,308,0.05827814569536424,0.7113163972286374,12.20554272517321
Transcripts_Entertainment,Ent_4_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_4_de.conllu,3320,306,144,0.043373493975903614,0.47058823529411764,10.84967320261438
Transcripts_Entertainment,Ent_5_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_5_de.conllu,2224,200,130,0.05845323741007194,0.65,11.12
Transcripts_Entertainment,Ent_6_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_6_de.conllu,1380,119,67,0.04855072463768116,0.5630252100840336,11.596638655462185
Transcripts_Entertainment,Ent_7_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_7_de.conllu,511,42,31,0.060665362035225046,0.7380952380952381,12.166666666666666
Transcripts_Entertainment,Ent_8_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_8_de.conllu,2969,217,167,0.056247894914112494,0.7695852534562212,13.682027649769585
Transcripts_Entertainment,Ent_9_de.conllu,conllu/conllu_file/de/Transcripts_Entertainment/Ent_9_de.conllu,2444,143,133,0.0544189852700491,0.9300699300699301,17.09090909090909
Transcripts_History,His_10_de.conllu,conllu/conllu_file/de/Transcripts_History/His_10_de.conllu,2328,204,93,0.03994845360824742,0.45588235294117646,11.411764705882353
Transcripts_History,His_1_de.conllu,conllu/conllu_file/de/Transcripts_History/His_1_de.conllu,2062,133,83,0.040252182347235696,0.6240601503759399,15.503759398496241
Transcripts_History,His_2_de.conllu,conllu/conllu_file/de/Transcripts_History/His_2_de.conllu,2465,193,123,0.04989858012170385,0.6373056994818653,12.7720207253886
Transcripts_History,His_3_de.conllu,conllu/conllu_file/de/Transcripts_History/His_3_de.conllu,4288,251,218,0.05083955223880597,0.8685258964143426,17.083665338645417
Transcripts_History,His_4_de.conllu,conllu/conllu_file/de/Transcripts_History/His_4_de.conllu,1576,118,87,0.05520304568527919,0.7372881355932204,13.35593220338983
Transcripts_History,His_5_de.conllu,conllu/conllu_file/de/Transcripts_History/His_5_de.conllu,3697,208,176,0.047606167162564245,0.8461538461538461,17.77403846153846
Transcripts_History,His_6_de.conllu,conllu/conllu_file/de/Transcripts_History/His_6_de.conllu,1949,162,100,0.051308363263211906,0.6172839506172839,12.030864197530864
Transcripts_History,His_7_de.conllu,conllu/conllu_file/de/Transcripts_History/His_7_de.conllu,2944,259,122,0.041440217391304345,0.47104247104247104,11.366795366795367
Transcripts_History,His_8_de.conllu,conllu/conllu_file/de/Transcripts_History/His_8_de.conllu,2191,188,156,0.07120036513007759,0.8297872340425532,11.654255319148936
Transcripts_History,His_9_de.conllu,conllu/conllu_file/de/Transcripts_History/His_9_de.conllu,2788,213,149,0.05344332855093257,0.6995305164319249,13.089201877934272
Transcripts_Medicine,Med_10_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_10_de.conllu,2523,152,152,0.060245739199365836,1.0,16.598684210526315
Transcripts_Medicine,Med_1_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_1_de.conllu,2474,187,157,0.06345998383185125,0.839572192513369,13.229946524064172
Transcripts_Medicine,Med_2_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_2_de.conllu,3428,220,204,0.059509918319719954,0.9272727272727272,15.581818181818182
Transcripts_Medicine,Med_3_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_3_de.conllu,2388,157,168,0.07035175879396985,1.070063694267516,15.210191082802547
Transcripts_Medicine,Med_4_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_4_de.conllu,1439,104,93,0.06462821403752605,0.8942307692307693,13.836538461538462
Transcripts_Medicine,Med_5_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_5_de.conllu,3309,196,219,0.06618313689936536,1.1173469387755102,16.882653061224488
Transcripts_Medicine,Med_6_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_6_de.conllu,2458,135,168,0.06834825061025224,1.2444444444444445,18.20740740740741
Transcripts_Medicine,Med_7_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_7_de.conllu,1714,101,96,0.056009334889148193,0.9504950495049505,16.97029702970297
Transcripts_Medicine,Med_8_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_8_de.conllu,2449,140,164,0.06696610861576154,1.1714285714285715,17.492857142857144
Transcripts_Medicine,Med_9_de.conllu,conllu/conllu_file/de/Transcripts_Medicine/Med_9_de.conllu,1932,133,175,0.09057971014492754,1.3157894736842106,14.526315789473685
Transcripts_Philosophy,Phi_10_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_10_de.conllu,1886,157,117,0.06203605514316013,0.7452229299363057,12.012738853503185
Transcripts_Philosophy,Phi_1_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_1_de.conllu,2517,172,128,0.05085419149781486,0.7441860465116279,14.633720930232558
Transcripts_Philosophy,Phi_2_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_2_de.conllu,1666,131,85,0.05102040816326531,0.648854961832061,12.717557251908397
Transcripts_Philosophy,Phi_3_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_3_de.conllu,1945,125,120,0.061696658097686374,0.96,15.56
Transcripts_Philosophy,Phi_4_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_4_de.conllu,2801,200,197,0.07033202427704391,0.985,14.005
Transcripts_Philosophy,Phi_5_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_5_de.conllu,2658,244,181,0.06809631301730625,0.7418032786885246,10.89344262295082
Transcripts_Philosophy,Phi_6_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_6_de.conllu,2299,171,74,0.03218790778599391,0.4327485380116959,13.444444444444445
Transcripts_Philosophy,Phi_7_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_7_de.conllu,2408,218,103,0.042774086378737544,0.4724770642201835,11.045871559633028
Transcripts_Philosophy,Phi_8_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_8_de.conllu,2326,204,93,0.03998280309544282,0.45588235294117646,11.401960784313726
Transcripts_Philosophy,Phi_9_de.conllu,conllu/conllu_file/de/Transcripts_Philosophy/Phi_9_de.conllu,2247,206,122,0.054294615042278595,0.5922330097087378,10.907766990291263
Transcripts_Politics and Law,Pol_10_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_10_de.conllu,2853,238,251,0.08797756747283561,1.0546218487394958,11.987394957983193
Transcripts_Politics and Law,Pol_1_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_1_de.conllu,2425,197,119,0.04907216494845361,0.6040609137055838,12.309644670050762
Transcripts_Politics and Law,Pol_2_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_2_de.conllu,2705,197,193,0.07134935304990758,0.9796954314720813,13.730964467005077
Transcripts_Politics and Law,Pol_3_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_3_de.conllu,466,36,21,0.045064377682403435,0.5833333333333334,12.944444444444445
Transcripts_Politics and Law,Pol_4_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_4_de.conllu,2552,188,162,0.06347962382445141,0.8617021276595744,13.574468085106384
Transcripts_Politics and Law,Pol_5_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_5_de.conllu,2084,143,102,0.04894433781190019,0.7132867132867133,14.573426573426573
Transcripts_Politics and Law,Pol_6_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_6_de.conllu,2749,177,160,0.05820298290287377,0.903954802259887,15.531073446327683
Transcripts_Politics and Law,Pol_7_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_7_de.conllu,2210,159,116,0.05248868778280543,0.7295597484276729,13.89937106918239
Transcripts_Politics and Law,Pol_8_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_8_de.conllu,2652,185,158,0.05957767722473605,0.8540540540540541,14.335135135135134
Transcripts_Politics and Law,Pol_9_de.conllu,conllu/conllu_file/de/Transcripts_Politics and Law/Pol_9_de.conllu,2315,163,163,0.07041036717062635,1.0,14.202453987730062
Transcripts_Psychology,Psy_10_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_10_de.conllu,2213,204,145,0.06552191595119747,0.7107843137254902,10.848039215686274
Transcripts_Psychology,Psy_1_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_1_de.conllu,2380,216,113,0.04747899159663865,0.5231481481481481,11.018518518518519
Transcripts_Psychology,Psy_2_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_2_de.conllu,1426,101,88,0.061711079943899017,0.8712871287128713,14.118811881188119
Transcripts_Psychology,Psy_3_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_3_de.conllu,2011,175,123,0.061163600198906015,0.7028571428571428,11.491428571428571
Transcripts_Psychology,Psy_4_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_4_de.conllu,2571,156,134,0.052119797744068455,0.8589743589743589,16.48076923076923
Transcripts_Psychology,Psy_5_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_5_de.conllu,3075,215,160,0.05203252032520325,0.7441860465116279,14.30232558139535
Transcripts_Psychology,Psy_6_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_6_de.conllu,3523,284,208,0.05904059040590406,0.7323943661971831,12.404929577464788
Transcripts_Psychology,Psy_7_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_7_de.conllu,3248,238,202,0.062192118226600986,0.8487394957983193,13.647058823529411
Transcripts_Psychology,Psy_8_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_8_de.conllu,2304,171,77,0.03342013888888889,0.4502923976608187,13.473684210526315
Transcripts_Psychology,Psy_9_de.conllu,conllu/conllu_file/de/Transcripts_Psychology/Psy_9_de.conllu,846,69,99,0.11702127659574468,1.434782608695652,12.26086956521739
Transcripts_Science,Sci_10_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_10_de.conllu,2073,159,111,0.053545586107091175,0.6981132075471698,13.037735849056604
Transcripts_Science,Sci_1_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_1_de.conllu,2351,142,158,0.06720544449170565,1.1126760563380282,16.556338028169016
Transcripts_Science,Sci_2_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_2_de.conllu,2965,178,189,0.06374367622259697,1.0617977528089888,16.65730337078652
Transcripts_Science,Sci_3_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_3_de.conllu,1863,145,103,0.05528717122920022,0.7103448275862069,12.848275862068965
Transcripts_Science,Sci_4_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_4_de.conllu,2416,185,129,0.05339403973509934,0.6972972972972973,13.05945945945946
Transcripts_Science,Sci_5_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_5_de.conllu,3235,186,237,0.0732612055641422,1.2741935483870968,17.392473118279568
Transcripts_Science,Sci_6_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_6_de.conllu,2130,169,139,0.06525821596244132,0.8224852071005917,12.603550295857989
Transcripts_Science,Sci_7_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_7_de.conllu,1455,113,98,0.06735395189003436,0.8672566371681416,12.876106194690266
Transcripts_Science,Sci_8_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_8_de.conllu,2858,175,168,0.05878236529041288,0.96,16.33142857142857
Transcripts_Science,Sci_9_de.conllu,conllu/conllu_file/de/Transcripts_Science/Sci_9_de.conllu,1733,121,85,0.04904789382573572,0.7024793388429752,14.322314049586776
Transcripts_Technology,Tech_10_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_10_de.conllu,1714,128,74,0.043173862310385065,0.578125,13.390625
Transcripts_Technology,Tech_1_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_1_de.conllu,2225,183,106,0.04764044943820225,0.5792349726775956,12.158469945355192
Transcripts_Technology,Tech_2_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_2_de.conllu,2073,140,117,0.056439942112879886,0.8357142857142857,14.807142857142857
Transcripts_Technology,Tech_3_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_3_de.conllu,2335,145,114,0.048822269807280515,0.7862068965517242,16.103448275862068
Transcripts_Technology,Tech_4_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_4_de.conllu,3401,203,213,0.06262863863569539,1.0492610837438423,16.753694581280786
Transcripts_Technology,Tech_5_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_5_de.conllu,2548,260,108,0.0423861852433281,0.4153846153846154,9.8
Transcripts_Technology,Tech_6_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_6_de.conllu,1683,118,83,0.04931669637551991,0.7033898305084746,14.26271186440678
Transcripts_Technology,Tech_7_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_7_de.conllu,3984,240,212,0.05321285140562249,0.8833333333333333,16.6
Transcripts_Technology,Tech_8_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_8_de.conllu,2697,143,149,0.05524657026325547,1.0419580419580419,18.86013986013986
Transcripts_Technology,Tech_9_de.conllu,conllu/conllu_file/de/Transcripts_Technology/Tech_9_de.conllu,3874,226,221,0.05704697986577181,0.9778761061946902,17.141592920353983
